V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_3LZtF5l1vLM7sPv,4.00,4.00,nothing,6.00,6.00,He was bitten by a spider and developed super powers.He was also played by Andrew Garfield.,4.00,4.00,nothing,6.00,6.00,He fights bad guys,4.00,4.00,nothing,6.00,5.00,He was wolf claws.,4.00,4.00,nothing,,,1,HD,LC,LS,1,0,0,3.00,6.00,3.00,2.00,5.00,6.00,5.00,2.00,2.00,2.00,2.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,3.00,3.00,5.00,3.00,2.00,4.00,5.00,3.00,5.00,5.00,2.00,2.00,5.00,5.00,5.00,3.00,19.00,1.00,2.00,1.00,2.00,,MAC,HD/LC/LS
R_1gACWnLWeif7D6i,4.00,5.00,He's a superhero,4.00,6.00,Not too into superhero movies but I know he shoots webs and swings ,4.00,4.00,Nothing,5.00,6.00,Superhero that helps people,4.00,4.00,Nothing,1.00,1.00,Same nickname as Michigan so I alrready do not like him,4.00,4.00,Nothing,,,1,HD,HC,LS,1,1,0,1.00,4.00,6.00,4.00,2.00,3.00,3.00,5.00,6.00,6.00,1.00,7.00,6.00,5.00,7.00,1.00,1.00,2.00,2.00,1.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,20.00,1.00,1.00,3.00,2.00,,MAC,HD/HC/LS
R_3CTpYN7alBTdNuE,4.00,6.00,I know that he wears an orange suit.,6.00,6.00,I know that he's a widely known superhero.  He has spider-like abilities to help him in saving society.,4.00,2.00,She is a woman.,6.00,6.00,I know that he is a widely known superhero.  He has a lot of gadgets to help him save the day.,4.00,2.00,"I don't know anything, but I can see that she is female and that she looks mischievous.",5.00,6.00,I know that he is a widely known super hero.,4.00,4.00,I know nothing about Static.,,,1,HD,HC,LS,1,1,0,1.00,2.00,6.00,2.00,2.00,2.00,2.00,6.00,5.00,6.00,3.00,6.00,5.00,6.00,6.00,6.00,5.00,5.00,4.00,2.00,4.00,3.00,1.00,1.00,3.00,3.00,5.00,4.00,3.00,3.00,2.00,3.00,1.00,3.00,19.00,1.00,2.00,1.00,2.00,,MAC,HD/HC/LS
R_2CHDSs3jrpUQ0OD,4.00,4.00,Never heard ,6.00,7.00,"he is peter parker, the new spider man was whack, he loves mary jane ;), he was bit by a spider that why he has the powers he has, parents are dead and so is uncle only has his aunt left. wants to help everyon ",4.00,4.00,dont know artemis ,6.00,5.00,"batman is the most badass of all the superheros mostly because there is nothing super about him except hes just badass and has a lot of money but mostly badass, his parents were killed when he was young which is a major reason why he fights crim, lives in a big mansion that is home to the bat cave, has a cool butler that helps him fight crim, fights comical enimies a lot, robin is his side kick",4.00,4.00,dont know scarlet witch ,6.00,5.00,"he is a part of the xmen, has a dark past, has spikes coming out of his hands, Logan is real name, badass",4.00,4.00,never heard of static,,,1,HD,LC,HS,1,0,1,2.00,6.00,7.00,1.00,7.00,6.00,6.00,1.00,4.00,6.00,1.00,7.00,5.00,5.00,6.00,7.00,7.00,7.00,1.00,2.00,7.00,6.00,5.00,6.00,6.00,6.00,6.00,7.00,3.00,4.00,3.00,5.00,1.00,7.00,19.00,1.00,1.00,2.00,1.00,2.00,MAC,HD/LC/HS
R_SHnFkDJtB8xVa0x,4.00,4.00,Absolutely nothing ,5.00,7.00,He is a super hero that got his powers because he was bitten by a spider,4.00,4.00,Absolutely nothing,6.00,6.00,Joker is his enemy. Lives in Gotham. Has butler,4.00,4.00,Absolutely nothing,7.00,6.00,"Mutant, has claws in his hand",4.00,4.00,Absolutely nothing,,,1,LD,HC,LS,0,1,0,5.00,4.00,4.00,2.00,4.00,6.00,4.00,4.00,4.00,4.00,2.00,2.00,4.00,5.00,3.00,7.00,7.00,7.00,1.00,7.00,7.00,5.00,5.00,4.00,5.00,6.00,5.00,6.00,5.00,4.00,5.00,2.00,1.00,4.00,20.00,2.00,2.00,3.00,2.00,,MAC,LD/HC/LS
R_T28lK7zBp0sm7mh,4.00,4.00,I don't know anything about him,7.00,6.00,"Teenager, spider powers, uncle was murdered",4.00,4.00,I don't know her,6.00,6.00,"regular guy, batmobile, robin, Christian Bale, Ben Affleck, the joker is his enemy",4.00,4.00,I dont know her,5.00,4.00,I dont know him very well. He's in X men,4.00,4.00,I dont know him,,,1,HD,LC,HS,1,0,1,2.00,6.00,2.00,3.00,5.00,6.00,4.00,2.00,2.00,3.00,2.00,5.00,4.00,7.00,6.00,6.00,6.00,4.00,2.00,2.00,6.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,2.00,4.00,5.00,5.00,20.00,1.00,2.00,3.00,1.00,2.00,MAC,HD/LC/HS
R_1pmngzgLHaYzIGq,3.00,2.00,He looks like a villain,4.00,5.00,He's annoying,4.00,5.00,She looks confused,5.00,4.00,He has a power complex,5.00,5.00,She looks powerful,4.00,4.00,I know they just released a movie about him,4.00,4.00,It looks like he can use electricity,,,1,LD,HC,LS,0,1,0,1.00,4.00,7.00,2.00,4.00,5.00,4.00,6.00,6.00,6.00,1.00,5.00,7.00,6.00,7.00,4.00,3.00,4.00,4.00,4.00,5.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,4.00,21.00,13.00,2.00,4.00,2.00,,MAC,LD/HC/LS
R_3HiyCYlwC90CTBf,4.00,4.00,nothing ,4.00,6.00,I don't really know anything about him,4.00,4.00,nothing,4.00,5.00,nothing really,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,,,1,HD,HC,LS,1,1,0,2.00,6.00,6.00,3.00,2.00,6.00,6.00,2.00,3.00,7.00,2.00,6.00,6.00,6.00,6.00,6.00,5.00,4.00,2.00,2.00,6.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,19.00,1.00,2.00,2.00,2.00,,MAC,HD/HC/LS
R_1rCWCkl1zZmacKC,6.00,6.00,"He is an agent, dressed in full suit, orange is rather neutral color",7.00,6.00,Spiderman is character with special powers and works to rid city of evil doers ,5.00,5.00,Artemis is female,7.00,6.00,"Batman works to rid the city of Gotham of evil, Joker is a rival, Robin is sidekick, drives batmobile",2.00,3.00,"Scarlet Witch is a female character who looks mean, she is a witch",4.00,4.00,"Wolverine is big  and strong, he has blade claws coming from his hands",4.00,4.00,Static uses electric static ,,,1,HD,LC,HS,1,0,1,6.00,6.00,7.00,6.00,3.00,7.00,2.00,6.00,7.00,5.00,2.00,7.00,7.00,6.00,6.00,7.00,7.00,7.00,2.00,5.00,5.00,2.00,2.00,2.00,2.00,4.00,3.00,4.00,2.00,1.00,5.00,3.00,1.00,3.00,20.00,1.00,2.00,3.00,1.00,4.00,MAC,HD/LC/HS
R_22RL2UkOpa6mokW,4.00,3.00,I do not know anything about agent orange or what his superpowers are,6.00,6.00,Spiderman was bitten by a radioactive spider and got his powers through that bite. He does not want to be seen differently so he puts on his spider suit so that no one recognizes him,3.00,5.00,I am not familiar with artemis ,7.00,7.00,Batman is bruce wayne and he protects Gotham City from evil that is constantly surrounding his home town,4.00,3.00,I have never heard of the scarlet witch,6.00,6.00,Wolverine is an X men and probably the most powerful because he cannot die while also possesing super strength and claws that come out of his hands ,3.00,6.00,I am not really sure who static is but I am guessing that he can control electricity for his own benefit,,,1,HD,LC,LS,1,0,0,2.00,6.00,2.00,2.00,6.00,7.00,6.00,2.00,6.00,2.00,2.00,3.00,5.00,6.00,4.00,3.00,6.00,7.00,3.00,1.00,4.00,6.00,6.00,3.00,5.00,4.00,4.00,3.00,2.00,3.00,6.00,5.00,2.00,5.00,21.00,1.00,1.00,3.00,1.00,2.00,MAC,HD/LC/LS
R_3HFIwhM4dJlRhIE,4.00,2.00,I really do not know much about him.,7.00,6.00,He is a super hero that has spider tendencies.,4.00,4.00,Never heard of her before,7.00,6.00,He is the dark knight and he is a hero in the city of gotham.,4.00,4.00,Do not really know her.,5.00,6.00,He is part of the x men,4.00,4.00,Do not know him,,,1,LD,LC,HS,0,0,1,4.00,6.00,4.00,3.00,6.00,6.00,6.00,1.00,1.00,3.00,2.00,5.00,4.00,6.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,20.00,1.00,1.00,2.00,1.00,2.00,MAC,LD/LC/HS
R_2TviCKccLkX84N0,4.00,4.00,"The weapon, some....the hero, nothing ",4.00,4.00,"He kissed , Marry Jane",4.00,4.00,No clue,5.00,5.00,He's Bruce Wayne ,4.00,4.00,??,4.00,4.00,Hate the X-Men,4.00,4.00,Who?,,,1,LD,HC,LS,0,1,0,3.00,5.00,6.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,4.00,3.00,4.00,3.00,5.00,3.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,21.00,1.00,1.00,4.00,1.00,2.00,MAC,LD/HC/LS
R_2V9HNfyP8t0obJW,4.00,4.00,Nothing,6.00,6.00,There was a movie created for his character.,4.00,4.00,Nothing,4.00,6.00,There was a movie made on his character.,4.00,4.00,Nothing,4.00,4.00,Nothing,4.00,4.00,Nothing,,,1,LD,LC,LS,0,0,0,4.00,3.00,3.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,1.00,4.00,2.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,21.00,1.00,2.00,3.00,2.00,,MAC,LD/LC/LS
R_1LwfmLjuBQSjYmk,6.00,4.00,I know little to nothing about Argent Orange.,6.00,6.00,"I have seen one of the Spider-Man movies, and I know he fights evil.",4.00,4.00,I have never heard of Artemis.,7.00,6.00,I love Batman. I have seen all of his movies and used to watch his TV show. He is my favorite superhero. ,4.00,4.00,I have never heard of Scarlet Witch.,5.00,6.00,"I have heard of Wolverine, but never seen any of the movies, and I have never read about him, so I do not know much information. ",6.00,6.00,"I have heard of static, but I don't know any specific information about him.",,,1,HD,HC,LS,1,1,0,2.00,6.00,3.00,2.00,5.00,6.00,6.00,2.00,2.00,2.00,2.00,4.00,2.00,5.00,6.00,7.00,6.00,6.00,1.00,1.00,5.00,5.00,4.00,4.00,5.00,6.00,6.00,6.00,6.00,3.00,6.00,5.00,2.00,4.00,20.00,1.00,2.00,3.00,2.00,,MAC,HD/HC/LS
R_2yl5qvJZEgjAVfk,3.00,4.00,I don't know anything about Agent Orange ,4.00,6.00,Good guy that fights villains ,2.00,3.00,I don't know anything about Artemis ,7.00,6.00,"Plays the good guy, hides in the shadows, conservative ",4.00,2.00,I don't know anything about this character ,3.00,3.00,I don't know anything about Wolverine ,2.00,4.00,I don't know anything about Static ,,,1,LD,HC,HS,0,1,1,5.00,2.00,7.00,1.00,7.00,1.00,1.00,7.00,7.00,1.00,3.00,1.00,2.00,1.00,1.00,6.00,1.00,6.00,1.00,2.00,6.00,6.00,5.00,5.00,6.00,7.00,6.00,7.00,6.00,4.00,6.00,5.00,1.00,6.00,21.00,11.00,2.00,3.00,1.00,4.00,MAC,LD/HC/HS
R_3fpbuGcO1M0Vad1,4.00,4.00,nothing,5.00,6.00,not much,4.00,4.00,nothing,5.00,6.00,not much,4.00,4.00,nothing,5.00,5.00,not much,5.00,6.00,,,,1,LD,HC,LS,0,1,0,2.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,5.00,5.00,2.00,4.00,22.00,14.00,4.00,4.00,2.00,,MAC,LD/HC/LS
R_AB7dEU9izKZEVR7,4.00,4.00,i do not know agent orange,6.00,7.00,he saves peoples lives with his spider like powers,4.00,4.00,i dont know artemis,7.00,6.00,batman is a superhero although he does not have super powers,4.00,4.00,i dont know scarlet witch,5.00,6.00,wolverine is a super hero,4.00,4.00,i dont know static,,,1,LD,LC,LS,0,0,0,2.00,6.00,3.00,6.00,6.00,4.00,6.00,4.00,4.00,1.00,3.00,4.00,5.00,6.00,2.00,6.00,5.00,4.00,5.00,4.00,4.00,5.00,6.00,4.00,5.00,5.00,1.00,1.00,1.00,5.00,6.00,6.00,5.00,5.00,22.00,1.00,2.00,4.00,2.00,,MAC,LD/LC/LS
R_2uwW2nHnmXXbGy4,4.00,4.00,i have never heard of him,6.00,6.00,shoots spidy webs,4.00,4.00,heard of the name but dont know anything about her,6.00,6.00,has the bat mobile and bat signal,4.00,4.00,never heard of her ,6.00,6.00,kills people with his claws,4.00,4.00,im assuming he has static powers but other than that never heard of him,,,1,LD,HC,HS,0,1,1,6.00,5.00,5.00,7.00,7.00,6.00,6.00,2.00,6.00,5.00,3.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,2.00,5.00,6.00,6.00,6.00,4.00,22.00,11.00,2.00,4.00,2.00,,MAC,LD/HC/HS
R_RgxProtOT8WcwV3,4.00,4.00,I have never heard of him,7.00,7.00,One of my favorite super heroes of all time. ,4.00,4.00,Never heard of her ,7.00,7.00,Another one of my favorite super heroes. ,4.00,4.00,Never heard of her. ,4.00,4.00,I have never heard of him. ,4.00,4.00,I have never heard of him ,,,1,HD,HC,LS,1,1,0,3.00,6.00,5.00,5.00,7.00,5.00,5.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,2.00,5.00,3.00,3.00,4.00,3.00,5.00,6.00,5.00,6.00,6.00,5.00,7.00,5.00,5.00,4.00,4.00,3.00,2.00,4.00,21.00,1.00,1.00,3.00,2.00,,MAC,HD/HC/LS
R_rlOV5nnDtEqG2Gd,2.00,1.00,"Dark, somewhere with iron walls. Mask might mean he is hiding something",4.00,5.00,Spits out spider webs and I think is a good guy? Louis Lane radioactive spider bites,2.00,2.00,Seems like an evil witch casting a spell,5.00,4.00,I think he's pretty on the fence. He's supposed to be a hero in Gotham but I think he also commits crimes,1.00,1.00,She is creepy. Maybe has electricity powers? Red is an evil color. ,5.00,6.00,"Seems like a super hero. Very buff, yellow seems to be a more ""hero"" color than the others that I've seen",2.00,2.00,"Seems like a villain, shocking people? The background seems very chaotic.",,,1,LD,LC,LS,0,0,0,1.00,2.00,7.00,1.00,1.00,4.00,3.00,2.00,5.00,5.00,1.00,7.00,7.00,7.00,5.00,6.00,3.00,2.00,3.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,6.00,4.00,1.00,5.00,19.00,1.00,2.00,2.00,1.00,2.00,MAC,LD/LC/LS
R_2DP69AoblbQnD5S,4.00,4.00,I dont know who he is.,7.00,6.00,He was bit by a radioactive spider which gave him superpowers. He trys to commit heroic deeds but is sometimefaced with hard decisions.,4.00,4.00,Nothing.,6.00,6.00,Batman witnessed his parents die and he trains to become a renowed fighter and millonaire. He seeks out villians in Arkham,4.00,4.00,Nothing,5.00,5.00,I just know that he cannot die and has long razors from his hands,4.00,4.00,nothing,,,1,HD,LC,HS,1,0,1,2.00,6.00,6.00,3.00,4.00,6.00,6.00,2.00,2.00,1.00,2.00,3.00,4.00,6.00,5.00,3.00,6.00,5.00,7.00,2.00,5.00,5.00,4.00,4.00,5.00,6.00,6.00,6.00,7.00,2.00,5.00,6.00,2.00,3.00,18.00,2.00,1.00,1.00,2.00,,MAC,HD/LC/HS
R_3dYX3PKabCnk6p3,4.00,4.00,I do not know anything about Agent Orange,6.00,6.00,Spiderman is a teenage vigilante. He fights to avenge his Uncle Ben's death and also protect citizens in his town from harm and crime,4.00,4.00,I don't know anything about Artemis,6.00,5.00,Batman was a multimillionaire who used his fortune to fight against crime. He can sometimes be very brutal against criminals and does not ever follow orders from Gotham Police. His biggest battle was against the Joker,4.00,4.00,I don't know anything about Scarlet Witch,7.00,6.00,Wolverine does not age and is in the X Men Franchise. He has allegiance towards Professor X as opposed to Magneto,4.00,4.00,I don't know anything about Static,,,1,LD,HC,LS,0,1,0,1.00,7.00,7.00,2.00,4.00,7.00,6.00,1.00,6.00,5.00,2.00,7.00,6.00,7.00,7.00,2.00,7.00,2.00,1.00,1.00,5.00,5.00,3.00,2.00,4.00,6.00,5.00,6.00,5.00,3.00,2.00,3.00,2.00,2.00,21.00,2.00,1.00,4.00,2.00,,MAC,LD/HC/LS
R_31yMbZFS40Uen7k,4.00,5.00,I do not know anything about Agent Orange.,6.00,6.00,I know that he was in the Civil War movie that I just watched this past weekend.,4.00,4.00,I know nothing about her.,7.00,3.00,I know that he is my favorite super hero character and he had a sad life because his parents were killed.,4.00,4.00,I know nothing about her.,7.00,5.00,He has really sharp claws that come out of his fists.,4.00,4.00,I know nothing about him.,,,1,HD,LC,LS,1,0,0,3.00,1.00,5.00,5.00,6.00,4.00,1.00,1.00,1.00,3.00,3.00,1.00,3.00,7.00,2.00,6.00,7.00,5.00,2.00,1.00,6.00,4.00,4.00,4.00,6.00,5.00,6.00,6.00,5.00,6.00,6.00,6.00,1.00,6.00,18.00,2.00,1.00,1.00,2.00,,MAC,HD/LC/LS
R_bPEWKmb98KjdrXj,4.00,4.00,I know absolutely nothing about Agent Orange.,5.00,6.00,I know he's a superhero with spider-like powers.,4.00,4.00,I've never heard of Artemis.,6.00,5.00,I know that he is a DC superhero who is also a millionaire. ,4.00,4.00,I've never heard of Scarlet Witch.,5.00,3.00,I know he is a hero of some sort with steel claws. ,4.00,4.00,I've never heard of Static. ,,,1,LD,HC,LS,0,1,0,2.00,4.00,5.00,4.00,3.00,5.00,5.00,4.00,4.00,5.00,2.00,6.00,6.00,6.00,5.00,5.00,5.00,5.00,4.00,3.00,6.00,2.00,2.00,1.00,3.00,4.00,5.00,3.00,3.00,2.00,3.00,4.00,1.00,5.00,20.00,1.00,2.00,3.00,1.00,2.00,MAC,LD/HC/LS
R_pfNhtnC32HFoRcB,4.00,4.00,i know nothing,6.00,7.00,he has a few movies ,4.00,4.00,i know nothing ,5.00,3.00,he is the anti-superman,4.00,4.00,i know nothing,4.00,4.00,i know nothing,4.00,4.00,i know nothing ,,,1,HD,LC,LS,1,0,0,1.00,5.00,3.00,3.00,2.00,5.00,5.00,2.00,3.00,5.00,2.00,5.00,6.00,5.00,5.00,5.00,5.00,7.00,3.00,5.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,22.00,1.00,2.00,4.00,2.00,,MAC,HD/LC/LS
R_3lKzaMakXzz8iKZ,3.00,3.00,"He seems like he is a superhero not a villan however, he seems like he has a dark side as well. If he needed to hurt someone to get information he would.",5.00,3.00,He is a superhero but can be angry and mean sometimes?,4.00,2.00,She seems bad from her facial expression like she is ready to fight. ,6.00,5.00,He is a good guy who fights crime for his city and you can get his attention through projecting a bat light into the sky.,2.00,1.00,She seems for sure evil and creepy since she has no eyes? She also seems to have some super power about her which could hurt people. ,3.00,3.00,From the name I recognize him as a good guy but he seems very scary.,5.00,6.00,He I believe is a good guy (superhero) I like his colors and he seems like he's off to rescue someone. ,,,1,LD,HC,LS,0,1,0,2.00,4.00,4.00,5.00,6.00,6.00,5.00,2.00,2.00,3.00,2.00,4.00,4.00,6.00,6.00,6.00,5.00,4.00,5.00,1.00,5.00,2.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,5.00,3.00,7.00,1.00,5.00,21.00,1.00,2.00,3.00,1.00,2.00,MAC,LD/HC/LS
R_1n8CTRWpiiNxFl3,4.00,4.00,Absolutely nothing,5.00,7.00,"He got bit by a radioactive spider, now he has spider powers. His uncle got killed by bad guys and now he wants to fight crime",4.00,4.00,Absolutely nothing,7.00,4.00,Billionaire playboy decides his city is falling apart due to crime and so he uses his money to buy super cool gadgets to fight crime in unconvential super hero ways (does not kill though),4.00,4.00,Nothing,5.00,5.00,He's got metal claws that comes out of his knuckles,4.00,4.00,Nothing,,,1,LD,HC,HS,0,1,1,1.00,3.00,3.00,1.00,4.00,7.00,7.00,1.00,4.00,6.00,2.00,3.00,3.00,7.00,5.00,3.00,6.00,5.00,5.00,4.00,6.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,6.00,6.00,4.00,5.00,21.00,1.00,1.00,3.00,2.00,,MAC,LD/HC/HS
R_2TmZhkJgARWeHke,4.00,4.00,nothing,4.00,4.00,He has spider like super powers.,4.00,4.00,nothing,5.00,4.00,His real name is clark kent and he is rich. ,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,,,1,HD,HC,LS,1,1,0,4.00,6.00,4.00,6.00,6.00,6.00,6.00,3.00,3.00,2.00,3.00,5.00,2.00,5.00,2.00,2.00,5.00,5.00,2.00,5.00,5.00,5.00,3.00,3.00,5.00,3.00,3.00,5.00,3.00,3.00,3.00,5.00,5.00,3.00,21.00,1.00,2.00,4.00,2.00,,MAC,HD/HC/LS
R_1MYavaklJKgu4nd,4.00,4.00,i do  no know this man ,6.00,7.00,he fights evil,4.00,4.00,i dont know who she is,7.00,7.00,Hes the best hero there is ,4.00,4.00,dont know her,7.00,3.00,he has claws that comes out his hand to help fight bad people ,4.00,4.00,i dont fully know much about him,,,1,HD,LC,HS,1,0,1,5.00,7.00,7.00,4.00,3.00,5.00,4.00,5.00,5.00,7.00,2.00,2.00,5.00,7.00,7.00,7.00,7.00,7.00,3.00,3.00,7.00,4.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,1.00,1.00,4.00,22.00,13.00,2.00,2.00,2.00,,MAC,HD/LC/HS
R_28YFsrOqXxUBfEl,4.00,4.00,"Actually I have no idea about Agent Orange, but I do know some other Marvel Heroes, like Captain America, Spider Man, Iron Man,and Speaking of Iron Man, he would be my favorite Marvel Hero, and Captain is my second love.Go Marvel!!!",6.00,6.00,"I am a real fan of Spider Man, and I have watched all series of Spider Man movies, he is a marvelous boy and he always try to do things good, and in my mind, he is my third love in Marvel. ",4.00,4.00,"To be honest, I also have no idea about this lady but I think she is an opposite of the vallien, but I do know black widow, she is my favorite female character in Marvel and I also think she is pretty matched with Captain. ",5.00,7.00,"In my mind, Bat Man is somewhat similar with Iron Man, because they are both wealthy, wise, subtle and  brave.His suit is not that cool as Tony's, but I fairly love him beside Tony Stark. ",7.00,7.00,"I quite like Scarlet Witch and she is my second love beside black widow, her brother and she are both supposed to be good at the first but were tricked by bad ones, but it does not matter, she is pretty and brave and I think she is pretty matched with Ultra . ",4.00,4.00,"I have watched animies of Marvel and ambiguously remember this character in them, but not that much. I think he is suppose to be a good one who should cooperate with Avengers.  ",7.00,7.00,"He sacrificed himself for the sake of saving human lives in Olivia( Is the name correct? I am not sure, but anyway, this is supposed to be a name of a city). He is hero, too.",,,1,HD,LC,LS,1,0,0,5.00,6.00,5.00,3.00,5.00,6.00,6.00,3.00,7.00,7.00,1.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,5.00,6.00,5.00,4.00,3.00,4.00,4.00,2.00,4.00,4.00,2.00,4.00,4.00,5.00,5.00,5.00,21.00,11.00,2.00,3.00,2.00,,MAC,HD/LC/LS
R_vBjZHCtGV6PuFAR,4.00,4.00,I don't know anything.,5.00,6.00,He was bitten by a radio active spider and now has the abilities of a spider and man. He saves his town from evil things and falls in love with a girl.,4.00,4.00,I don't know anything.,5.00,6.00,He saves gotham from evil and protects his identity. Lives as a rich man named Bruce Wayne,4.00,4.00,I don't know anything,4.00,4.00,I just know he has knives in his knuckles,4.00,4.00,I don't know anything,,,1,HD,HC,LS,1,1,0,2.00,7.00,2.00,3.00,4.00,6.00,6.00,2.00,2.00,3.00,2.00,6.00,5.00,6.00,7.00,2.00,5.00,7.00,2.00,2.00,6.00,4.00,2.00,4.00,4.00,2.00,4.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,21.00,1.00,2.00,3.00,2.00,,MAC,HD/HC/LS
R_24rbSscnNuKcWQ1,5.00,5.00,he fight with bad guys,5.00,6.00,"he fight with bad guys and savethe person who he loves, but he lose his lover",4.00,6.00,she protect girls,6.00,6.00,he has super power from bat and fight with superman,6.00,3.00,"she was a bad superwoman, and finally help other hero to protect this world",3.00,5.00,he is a super power man who changed by government,2.00,5.00,he is a new superman and not in the Avengers,,,1,LD,HC,LS,0,1,0,3.00,5.00,5.00,6.00,6.00,6.00,4.00,4.00,6.00,3.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,3.00,2.00,2.00,1.00,3.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,21.00,11.00,2.00,4.00,2.00,,MAC,LD/HC/LS
